city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,will_change_career
city_123,0.738,Male,Has relevent experience,no_enrollment,Masters,STEM,13,1000-4999,Public Sector,>4,66,1
city_103,0.92,,Has relevent experience,no_enrollment,Phd,STEM,>20,500-999,NGO,>4,184,0
city_126,0.479,,Has relevent experience,Full time course,Graduate,STEM,5,,Public Sector,1,4,0
city_149,0.6890000000000001,Male,Has relevent experience,no_enrollment,,,17,,,0,182,0
city_160,0.92,,No relevent experience,no_enrollment,Masters,STEM,8,5000-9999,Pvt Ltd,1,113,0
city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,0,94,0
city_103,0.92,Male,Has relevent experience,Full time course,Graduate,Humanities,10,100-500,Pvt Ltd,3,39,0
city_83,0.923,,No relevent experience,Full time course,Graduate,STEM,2,100-500,NGO,1,61,0
city_175,0.7759999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,500-999,Pvt Ltd,2,103,0
city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,20,10000+,Pvt Ltd,1,7,0
city_103,0.92,,No relevent experience,no_enrollment,Graduate,No Major,3,10000+,Pvt Ltd,2,28,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,0,80,0
city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,3,10000+,Pvt Ltd,2,11,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,Oct-49,Pvt Ltd,2,89,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,4,100-500,Pvt Ltd,1,32,1
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,19,0
city_160,0.92,Male,Has relevent experience,no_enrollment,Primary School,,9,<10,NGO,2,157,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,0,110,0
city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,20,1000-4999,Pvt Ltd,>4,90,0
city_103,0.92,,Has relevent experience,Full time course,Masters,STEM,8,10000+,Pvt Ltd,1,80,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,,1,17,1
city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,20,0
city_40,0.7759999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,1,56,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,109,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,2,118,0
city_19,0.682,,No relevent experience,no_enrollment,Graduate,STEM,2,,,1,72,1
city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,3,9,0
city_73,0.754,,No relevent experience,no_enrollment,Graduate,STEM,9,10000+,Public Sector,>4,15,0
city_61,0.913,,Has relevent experience,no_enrollment,Graduate,STEM,3,,,1,28,0
city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,0,48,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Oct-49,Early Stage Startup,1,9,0
city_103,0.92,Male,No relevent experience,Full time course,High School,,4,,,1,111,1
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,>4,28,0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,1,17,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,109,0
city_104,0.924,,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,3,35,0
city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Oct-49,Funded Startup,1,3,0
city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,,1,,,0,192,0
city_98,0.949,Male,No relevent experience,no_enrollment,Masters,Arts,>20,<10,Pvt Ltd,>4,136,0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,0,34,0
city_16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,9,,,>4,48,0
city_100,0.887,Male,Has relevent experience,Part time course,Graduate,STEM,4,50-99,Funded Startup,4,94,0
city_67,0.855,Male,No relevent experience,,High School,,7,,,0,18,0
city_118,0.722,,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,,1,12,1
city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Funded Startup,1,172,1
city_36,0.893,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,3,166,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,2,28,1
city_114,0.926,,No relevent experience,no_enrollment,Masters,Other,15,100-500,Pvt Ltd,4,42,0
city_136,0.897,,No relevent experience,Full time course,Graduate,STEM,<1,,,0,18,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,3,18,0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,3,Oct-49,Pvt Ltd,>4,9,0
city_13,0.8270000000000001,Male,No relevent experience,no_enrollment,Graduate,STEM,2,<10,Pvt Ltd,1,62,0
city_45,0.89,Male,Has relevent experience,no_enrollment,Primary School,,7,Oct-49,Pvt Ltd,2,20,0
city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,1,51,0
city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,1,16,0
city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,5,,,0,16,0
city_89,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,108,0
city_134,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,3,,,1,326,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,,,1,10,1
city_103,0.92,Male,No relevent experience,Full time course,High School,,5,,,0,53,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Oct-49,Funded Startup,1,17,0
city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,56,1
city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Oct-49,Pvt Ltd,1,20,0
city_100,0.887,Male,Has relevent experience,no_enrollment,Masters,STEM,17,50-99,Pvt Ltd,>4,14,0
city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,7,,,4,16,0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,6,,,0,61,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,,,1,57,1
city_9,0.743,Female,No relevent experience,Full time course,High School,,4,,,0,22,0
city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,2,500-999,,1,10,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,4,5000-9999,Pvt Ltd,1,127,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,26,0
city_149,0.6890000000000001,Male,No relevent experience,Full time course,High School,,1,,,1,30,1
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,>4,27,0
city_136,0.897,Female,Has relevent experience,no_enrollment,Masters,STEM,7,1000-4999,Pvt Ltd,1,34,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,,,1,48,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,,1,10,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,5000-9999,Pvt Ltd,4,62,0
city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,2,,Pvt Ltd,0,17,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,1,54,0
city_114,0.926,,No relevent experience,Full time course,Graduate,STEM,8,,,0,9,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,144,0
city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,>20,50-99,Pvt Ltd,3,42,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,No Major,4,100-500,Pvt Ltd,1,44,0
city_61,0.913,,Has relevent experience,Part time course,Graduate,STEM,8,50-99,Pvt Ltd,1,28,0
city_36,0.893,,No relevent experience,no_enrollment,High School,,15,<10,Pvt Ltd,2,46,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,,,>4,25,0
city_146,0.735,,Has relevent experience,Full time course,Graduate,STEM,3,100-500,,,18,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,12,100-500,Pvt Ltd,>4,154,0
city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,2,25,0
city_28,0.939,Male,No relevent experience,Full time course,High School,,3,50-99,Public Sector,1,30,0
city_16,0.91,Male,Has relevent experience,no_enrollment,,,4,100-500,Pvt Ltd,1,48,0
city_114,0.926,,No relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,0,68,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,>4,84,0
city_157,0.769,,Has relevent experience,Full time course,Graduate,STEM,5,,,1,19,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,166,0
city_46,0.762,Male,Has relevent experience,,Phd,STEM,15,<10,Funded Startup,>4,19,0
city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,2,145,0
city_123,0.738,,No relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,,44,0
city_167,0.921,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Pvt Ltd,1,35,0
city_45,0.89,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,Oct-49,Pvt Ltd,1,22,0
city_114,0.926,Male,No relevent experience,Full time course,High School,,6,,,0,45,0
city_10,0.895,Female,No relevent experience,Full time course,Graduate,STEM,7,,NGO,1,21,1
city_160,0.92,,No relevent experience,Full time course,High School,,4,10000+,Pvt Ltd,1,4,0
city_123,0.738,Male,Has relevent experience,no_enrollment,Masters,STEM,12,100-500,Pvt Ltd,1,216,0
city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,9,5000-9999,Pvt Ltd,,14,0
city_162,0.767,,No relevent experience,Full time course,Primary School,,3,,,1,50,1
city_27,0.848,,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,4,139,0
city_162,0.767,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,,Pvt Ltd,0,11,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,15,,NGO,1,77,0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,0,8,0
city_114,0.926,Male,No relevent experience,no_enrollment,Masters,Other,>20,10000+,Pvt Ltd,0,52,0
city_84,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,4,39,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,Public Sector,>4,32,0
city_54,0.856,Male,Has relevent experience,no_enrollment,Graduate,No Major,5,50-99,Pvt Ltd,1,83,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,Oct-49,Pvt Ltd,1,4,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,1,18,0
city_162,0.767,Male,No relevent experience,Full time course,High School,,3,,,0,49,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,1,166,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,5,Oct-49,Pvt Ltd,1,32,0
city_100,0.887,Male,Has relevent experience,no_enrollment,Primary School,,4,Oct-49,Pvt Ltd,1,14,0
city_103,0.92,,Has relevent experience,no_enrollment,High School,,5,100-500,NGO,1,140,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Funded Startup,2,20,1
city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,13,500-999,Pvt Ltd,3,23,0
city_103,0.92,,Has relevent experience,,,,10,<10,Funded Startup,3,14,0
city_90,0.698,Male,No relevent experience,Full time course,Graduate,STEM,3,,,1,45,1
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Pvt Ltd,>4,52,0
city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,19,1000-4999,Public Sector,>4,142,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,9,1000-4999,Public Sector,1,131,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,1,314,0
city_103,0.92,,No relevent experience,Full time course,Graduate,Humanities,<1,50-99,Public Sector,1,196,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Early Stage Startup,1,27,0
city_21,0.624,,No relevent experience,Full time course,,,2,,,0,61,0
city_103,0.92,Other,No relevent experience,Full time course,Graduate,STEM,6,,,2,82,0
city_159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Oct-49,Pvt Ltd,>4,21,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,2,94,1
city_57,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,2,78,0
city_103,0.92,Male,No relevent experience,Part time course,,,9,,,2,77,1
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,105,0
city_126,0.479,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Public Sector,1,22,0
city_16,0.91,Female,Has relevent experience,no_enrollment,High School,,9,Oct-49,Pvt Ltd,2,12,0
city_126,0.479,Female,No relevent experience,Part time course,Masters,STEM,9,,,1,99,1
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,16,,,4,76,0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,5,,Pvt Ltd,0,9,1
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,4,100-500,Funded Startup,3,162,0
city_100,0.887,Male,No relevent experience,Part time course,Graduate,STEM,5,,,3,54,0
city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,0,78,0
city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,14,,,>4,140,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,500-999,Funded Startup,1,5,1
city_73,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,8,,,3,110,1
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,5,,,>4,13,1
city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,4,,,0,37,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,0,3,0
city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,7,50-99,Pvt Ltd,1,85,0
city_64,0.6659999999999999,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,,1,14,0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,94,0
city_21,0.624,,Has relevent experience,Part time course,Graduate,STEM,3,,,1,9,1
city_103,0.92,Male,Has relevent experience,Full time course,High School,,6,100-500,Funded Startup,3,167,0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,1,14,0
city_102,0.804,Male,No relevent experience,Full time course,High School,,3,1000-4999,Pvt Ltd,1,4,0
city_159,0.843,,No relevent experience,no_enrollment,Phd,STEM,9,10000+,Pvt Ltd,1,87,0
city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,0,17,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,NGO,1,23,0
city_160,0.92,,No relevent experience,no_enrollment,Phd,Humanities,>20,1000-4999,Public Sector,>4,19,0
city_46,0.762,,No relevent experience,no_enrollment,Masters,Arts,9,10000+,Pvt Ltd,>4,10,0
city_165,0.903,,No relevent experience,no_enrollment,Phd,STEM,>20,1000-4999,Pvt Ltd,>4,92,0
city_21,0.624,,No relevent experience,Full time course,Masters,STEM,4,,,0,43,1
city_36,0.893,Male,No relevent experience,no_enrollment,Masters,STEM,8,50-99,NGO,2,68,0
city_102,0.804,,No relevent experience,Full time course,Graduate,STEM,4,,,0,33,0
city_73,0.754,,Has relevent experience,no_enrollment,Graduate,STEM,11,,,2,154,1
city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,2,51,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,45,0
city_103,0.92,Other,Has relevent experience,no_enrollment,High School,,4,,,0,56,0
city_126,0.479,Male,No relevent experience,Full time course,Masters,Other,1,Oct-49,Other,,23,1
city_12,0.64,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,>4,30,0
city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,1,50,1
city_103,0.92,Male,No relevent experience,no_enrollment,High School,,4,,,2,14,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,,NGO,2,12,0
city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,163,0
city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Pvt Ltd,0,17,0
city_159,0.843,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,,1,29,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,1,52,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Early Stage Startup,1,120,0
city_21,0.624,Male,No relevent experience,Full time course,High School,,6,,,0,44,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,>4,67,0
city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,5,5000-9999,Pvt Ltd,4,151,1
city_136,0.897,,Has relevent experience,no_enrollment,Masters,STEM,5,10000+,Pvt Ltd,1,256,1
city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,2,14,0
city_144,0.84,Male,No relevent experience,no_enrollment,High School,,3,,,0,14,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Funded Startup,3,81,1
city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,2,100-500,,,37,1
city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,<1,500-999,Pvt Ltd,1,22,0
city_103,0.92,Female,No relevent experience,no_enrollment,Phd,STEM,7,500-999,Public Sector,4,28,0
city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,1,42,0
city_40,0.7759999999999999,Male,No relevent experience,Full time course,Graduate,STEM,9,,,1,50,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Funded Startup,1,105,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,0,162,1
city_116,0.743,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,4,6,0
city_160,0.92,,No relevent experience,no_enrollment,Masters,Humanities,2,<10,Early Stage Startup,1,43,0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,2,41,0
city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,1,40,0
city_138,0.836,,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,2,50,0
city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,1,21,0
city_90,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,3,,,1,83,1
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,5000-9999,Pvt Ltd,1,14,0
city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,,1,26,0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,90,0
city_16,0.91,Female,No relevent experience,Full time course,Graduate,STEM,2,<10,Pvt Ltd,2,122,0
city_23,0.899,Male,No relevent experience,Full time course,High School,,<1,,,0,37,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,1000-4999,Public Sector,>4,5,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Funded Startup,1,78,0
city_36,0.893,Male,Has relevent experience,Full time course,High School,,5,,,2,36,1
city_67,0.855,Female,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Funded Startup,1,156,0
city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,20,1000-4999,Pvt Ltd,2,14,0
city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,1,24,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,97,1
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,5000-9999,Public Sector,2,19,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,1,57,1
city_13,0.8270000000000001,Male,No relevent experience,Full time course,Graduate,STEM,12,,,0,3,0
city_162,0.767,Male,No relevent experience,Full time course,Masters,STEM,9,100-500,NGO,>4,24,1
city_160,0.92,Male,No relevent experience,no_enrollment,Masters,Other,>20,100-500,Public Sector,>4,34,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,50-99,Funded Startup,1,18,0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,7,100-500,Funded Startup,2,53,1
city_160,0.92,Male,No relevent experience,no_enrollment,High School,,1,,Pvt Ltd,0,40,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,84,0
city_160,0.92,Male,Has relevent experience,Full time course,High School,,4,,,1,154,0
city_103,0.92,Male,Has relevent experience,no_enrollment,High School,,>20,,,2,35,0
city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,19,,,>4,14,1
city_126,0.479,,No relevent experience,,Graduate,STEM,1,100-500,Pvt Ltd,1,110,1
city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,3,,,1,97,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,1,75,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,39,0
city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,7,,,0,109,1
city_114,0.926,Male,No relevent experience,Part time course,Graduate,STEM,5,10000+,Pvt Ltd,1,58,0
city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,3,,,0,35,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,5,100-500,Pvt Ltd,2,22,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,85,0
city_21,0.624,Male,Has relevent experience,Full time course,Primary School,,2,100-500,Public Sector,2,50,1
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,4,500-999,Funded Startup,3,127,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,>4,276,0
city_165,0.903,,Has relevent experience,no_enrollment,Graduate,Arts,17,1000-4999,,3,47,0
city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,2,16,0
city_165,0.903,Male,Has relevent experience,no_enrollment,Masters,STEM,12,100-500,Pvt Ltd,1,14,0
city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,2,,,,26,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Funded Startup,2,64,0
city_114,0.926,Male,No relevent experience,Full time course,Masters,STEM,5,,,1,10,1
city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,13,5000-9999,Public Sector,2,88,0
city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,5,500-999,Pvt Ltd,>4,46,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,500-999,Pvt Ltd,4,29,0
city_116,0.743,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,,,2,31,0
city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,100-500,Pvt Ltd,1,9,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,2,28,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,2,121,0
city_28,0.939,,No relevent experience,no_enrollment,High School,,1,1000-4999,Pvt Ltd,1,83,1
city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,500-999,Pvt Ltd,>4,23,0
city_21,0.624,Male,Has relevent experience,Full time course,High School,,9,100-500,Pvt Ltd,1,28,0
city_39,0.898,Male,No relevent experience,Full time course,Graduate,STEM,6,,,0,47,0
city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,,1,141,0
city_54,0.856,Female,Has relevent experience,no_enrollment,Masters,STEM,12,50-99,Funded Startup,1,162,0
city_11,0.55,,Has relevent experience,no_enrollment,Graduate,STEM,5,Oct-49,Pvt Ltd,1,45,0
city_173,0.878,Male,No relevent experience,no_enrollment,Primary School,,2,,,0,47,0
city_57,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,2,32,0
city_21,0.624,,Has relevent experience,Full time course,,,2,100-500,Pvt Ltd,1,12,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,Pvt Ltd,1,84,0
city_11,0.55,Male,Has relevent experience,Full time course,Graduate,STEM,4,<10,,1,69,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,24,0
city_21,0.624,,No relevent experience,Full time course,Masters,STEM,6,,,1,3,1
city_21,0.624,Male,No relevent experience,Full time course,High School,,4,,Pvt Ltd,0,58,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,NGO,1,28,0
city_21,0.624,Male,No relevent experience,Full time course,High School,,5,,,0,18,0
city_79,0.698,,Has relevent experience,Part time course,Graduate,STEM,5,,,1,17,0
city_67,0.855,,No relevent experience,no_enrollment,High School,,8,,,1,80,0
city_114,0.926,Male,No relevent experience,no_enrollment,High School,,8,,,0,124,0
city_114,0.926,Male,No relevent experience,no_enrollment,,,3,,,0,47,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,5,100-500,Pvt Ltd,>4,91,1
city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,16,Oct-49,Pvt Ltd,1,46,1
city_114,0.926,Male,No relevent experience,Full time course,Masters,STEM,19,,,>4,13,1
